Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
BRAM11;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'001;Não;Registrado;BRBDLSDBS008;CVM/SRE/DEB-2005/017;15/4/2005;CVM/SRE/PRO-2005/004;15/04/2005;1/2/2005;01/02/2025; - - - - - - ;;1/2/2005;-;-;AGE;30/03/2005;;;Escritural;Subordinada;Simples;40000000;0;0;40000000;0;0;0;0,;0;0,;0;R$;100,000000;R$;100,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;60;MES;01/02/2010;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO S/A; 47509120000182;N; n ;
BRAM12;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'002;Não;Excluído;BRBDLSDBS016;CVM/SRE/DEB-2005/029;10/6/2005;CVM/SRE/PRO-2005/004;15/04/2005;1/5/2005;01/05/2011;VENCIMENTO;04/05/2011;1/5/2009;13/6/2005;-;RCA;18/05/2005;   ;;Escritural;Subordinada;Simples;30000;0;0;0;0;0;0;0;0;0;0;R$;100000,000000;R$;0,000000;3/5/2011;DI;Integrante de Juros;Padrão - SND;00;DU;   ;104,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;6;MES;01/11/2008;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO S/A; 47509120000182;N; n ;
BRAM13;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'003;Não;Registrado;BRBDLSDBS024;CVM/SRE/DEB-2005/045;21/9/2005;CVM/SRE/PRO-2005/004;15/04/2005;1/2/2005;01/02/2025; - - - - - - ;;1/2/2005;-;-;RCA;20/07/2005;RCA;13/09/2005;Escritural;Subordinada;Simples;40500000;6000000;4500000;40500000;0;0;0;0,;0;0,;0;R$;100,000000;R$;100,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;01/02/2025;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO S/A; 47509120000182;N; n ;
BRAM14;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'004;Não;Registrado;BRBDLSDBS032;CVM/SRE/DEB-2006/024;25/7/2006;CVM/SRE/PRO-2006/003;28/04/2006;1/2/2005;01/02/2025; - - - - - - ;;1/2/2005;-;-;RCA;07/07/2006;;;Escritural;Subordinada;Simples;87750000;13000000;9750000;87750000;0;0;0;0,;0;0,;0;R$;100,000000;R$;100,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;01/02/2025;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;INTL FCSTONE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO S/A; 47509120000182;N; n ;
BRAM15;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'005;Não;Registrado;BRBDLSDBS073;CVM/SRE/DEB-2008/003;17/1/2008;CVM/SRE/PRO-2008/002;17/01/2008;2/1/2008;02/01/2028; - - - - - - ;;2/1/2013;-;-;RCA;02/01/2008;;;Escritural;Subordinada;Simples;67500000;10000000;7500000;67500000;0;0;0;0,;0;0,;0;R$;100,000000;R$;163,933528;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;02/01/2028;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAM16;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'006;ND;Registrado;BRBDLSDBS081;DISPENSA ICVM 476/09;24/6/2011;;;20/6/2011;20/06/2026; - - - - - - ;;20/6/2011;-;-;RCA;14/06/2011;;;Escritural;Subordinada;Simples;4750000000;0,;0,;4750000000;0;0;0;0,;0;0,;0;R$;1,000000;R$;1,657195;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;20/06/2016;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAM26;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'002;'006;ND;Registrado;BRBDLSDBS099;DISPENSA ICVM 476/09;24/6/2011;;;20/6/2011;20/06/2021; - - - - - - ;;20/6/2011;-;-;RCA;14/06/2011;;;Escritural;Subordinada;Simples;95000000;0,;0,;95000000;0;0;0;0,;0;0,;0;R$;50,000000;R$;50,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;20/06/2021;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMA7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;-;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;99000000;0;0;99000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMB7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;-;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;99000000;0;0;99000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMC7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;19/10/2012;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;99000000;0;0;99000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMD7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;-;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;99000000;0;0;99000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAME7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;-;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;99000000;0;0;99000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMF7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'ÚNI;'007;ND;Registrado;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032; - - - - - - ;;15/10/2012;19/10/2012;-;RCA;12/09/2012;;;Escritural;Subordinada;Simples;505000000;0;0;505000000;0;0;0;0,;0;0,;0;R$;10,000000;R$;10,000000;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;15/10/2032;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMG7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'007;ND;Excluído;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032;;;15/10/2012;19/10/2012;-;RCA;12/09/2012;   ;;Escritural;Subordinada;Simples;99000000;0;0;0;0;0;0;0;0;0;0;R$;10,000000;R$;10,000000;21/1/2013;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;240;MES;15/10/2032;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMH7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'007;ND;Excluído;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032;;;15/10/2012;19/10/2012;-;RCA;12/09/2012;   ;;Escritural;Subordinada;Simples;99000000;0;0;0;0;0;0;0;0;0;0;R$;10,000000;R$;10,000000;21/1/2013;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;240;MES;15/10/2032;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMI7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'007;ND;Excluído;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032;;;15/10/2012;19/10/2012;-;RCA;12/09/2012;   ;;Escritural;Subordinada;Simples;99000000;0;0;0;0;0;0;0;0;0;0;R$;10,000000;R$;10,000000;21/1/2013;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;240;MES;15/10/2032;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMJ7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'007;ND;Excluído;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032;;;15/10/2012;19/10/2012;-;RCA;12/09/2012;   ;;Escritural;Subordinada;Simples;99000000;0;0;0;0;0;0;0;0;0;0;R$;10,000000;R$;10,000000;21/1/2013;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;240;MES;15/10/2032;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAMK7;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'UNI;'007;ND;Excluído;BRBDLSDBS0A0;CVM/SRE/DEB/2012/023;17/10/2012;;;15/10/2012;15/10/2032;;;15/10/2012;19/10/2012;-;RCA;12/09/2012;   ;;Escritural;Subordinada;Simples;10000000;0;0;0;0;0;0;0;0;0;0;R$;10,000000;R$;10,000000;21/1/2013;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;240;MES;15/10/2032;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 47509120000182;N; n ;
BRAS12;BRASKEM S/A;'UNI;'012;Não;Excluído;BRBRKMDBS045;CVM/SRE/DEB-2004/030;16/9/2004;;;1/6/2004;01/06/2009;RESGATE TOTAL ANTECIPADO;04/06/2007;1/6/2004;29/9/2004;-;RCA;27/05/2004;AGE;15/06/2004;Escritural;Real;Simples;3000;0;0;0;0;0;1500;0;0;0;0;R$;100000,000000;R$;0,000000;5/6/2007;DI;Integrante de Juros;Padrão - SND;00;DU;   ;117,00;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;6;MES;01/12/2004;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM S/A;BANCO BRADESCO S/A;BCO VOTORANTIM S/A; 42150391000170;N; n ;
BRAS13;BRASKEM S/A;'UNI;'013;Não;Excluído;BRBRKMDBS052;CVM/SRE/DEB-2005/034;28/6/2005;;;1/6/2005;01/06/2010;VENCIMENTO;04/06/2010;1/6/2005;30/6/2005;-;RCA;13/04/2005;RCA;22/06/2005;Escritural;Quirografária;Simples;30000;0,;0,;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;2/6/2010;DI;Integrante de Juros;Padrão - SND;00;DU;   ;104,10;0,000;-;;;0,0000;0;-;-;-;-;0,0000;0;6;MES;01/12/2005;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO S/A; 42150391000170;N; n ;
BRAT15;OI S/A;'UNI;'005;Não;Excluído;BROIBRDBS003;CVM/SRE/DEB-2006/020;5/7/2006;CVM/SRE/PRO-2006/004;05/07/2006;1/6/2006;01/06/2013;RESGATE TOTAL ANTECIPADO;28/06/2012;1/6/2006;6/7/2006;-;AGE;28/04/2006;RCA;05/06/2006;Escritural;Quirografária;Simples;108000;0;0;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;26/6/2012;DI;Integrante de Juros;Não Padrão - SND;00;DU;   ;100,00;0,000;-;3,5000% aa 252 dias;;33,3000;-;MES;01/06/2011;;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO DO BRASIL S/A;SIMPLIFIC PAVARINI DTVM LTDA;BANCO DO BRASIL S/A;BB BCO DE INVESTIMENTO S/A; 76535764000143;N; n ;
BRAX11;BRAZPEIXES SPE SA;'ÚNI;'001;ND;Registrado;BRBZPXDBS002;DISPENSA ICVM 476/09;15/10/2014;;;25/9/2014;25/09/2021; - - - - - - ;;25/9/2014;14/10/2014;-;AGE;09/09/2014;;;Escritural;Quirografária;Simples;225;0,;0,;66;0;0;0,;0,;0;0,;0;R$;1000000,000000;R$;1181758,630000;21/7/2016;IPCA;  - ;Padrão - SND;25;-;;0,00;0,000;-;;;10,0000;6;MES;25/3/2017;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;10,0000;252;1;MES;25/09/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;GRADUAL CCTVM SA;GRADUAL CCTVM SA; 19587599000130;N; n ;
BRAZ11;ATENTO BRASIL SA;'ÚNI;'001;ND;Registrado;BRBZLCDBS005;DISPENSA ICVM 476/09;10/12/2012;;;30/11/2012;11/12/2019; - - - - - - ;;11/12/2012;-;-;AGE;08/11/2012;AGE;22/11/2012;Escritural;Real;Simples;915;0,;0,;915;0;0;0;0,;0;0,;0;R$;1000000,000000;R$;718701,116793;21/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;12;MES;11/12/2014;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;3,7000;252;6;MES;11/06/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO BTG PACTUAL S/A; 02879250000179;N; n ;
BRCS11;BRAZILIAN SECURITIES CIA DE SECURITIZACAO;'UNI;'001;ND;Excluído;BRBSCSDBS005;DISPENSA ICVM 476/09;28/10/2011;;;20/10/2011;20/10/2014;RESGATE TOTAL ANTECIPADO;;20/10/2011;-;-;AGE;17/10/2011;;;Escritural;Quirografária;Simples;120;0,;0,;120;0;0;0;0;0;0;0;R$;500000,000000;R$;277778,000000;15/8/2013;DI;Integrante de Juros;Padrão - SND;;DU;   ;100,00;0,000;-;;;11,1111;3;MES;20/10/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;2,0000;252;3;MES;20/01/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A   ;BANCO ABC-BRASIL S/A; 03767538000114;N; n ;
BRDT11;PETROBRAS DISTRIBUIDORA S A;'ÚNI;'001;ND;Registrado;BRBRDTDBS003;DISPENSA ICVM 476/09;19/8/2015;;;10/8/2015;15/04/2020; - - - - - - ;;20/8/2015;10/8/2015;-;AGE;10/08/2015;;;Escritural;Quirografária;Simples;351810;0,;0,;351810;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;111,57;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;15/04/2016;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A; 34274233000102;N; n ;
BREL11;BRITANIA ELETRODOMESTICOS  SA;'ÚNI;'001;ND;Registrado;BRBRELDBS008;DISPENSA ICVM 476/09;23/10/2014;;;3/10/2014;03/10/2019; - - - - - - ;;24/10/2014;24/10/2014;-;AGE;23/09/2014;;;Escritural;Quirografária;Simples;20000;0,;0,;20000;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;123,50;0,000;-;;;16,6600;6;MES;3/4/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;03/04/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A; 76492701000157;N; n ;
BRFA11;BRASILFACTORS SA;'001;'001;ND;Excluído;BRBFCTDBS000;DISPENSA ICVM 476/09;6/2/2013;;;16/11/2012;16/11/2014;VENCIMENTO;;7/2/2013;7/2/2013;-;AGE;09/10/2012;;;Escritural;Quirografária;Simples;50;0,;0,;0;0;10;0;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;14/11/2014;DI;Integrante de Juros;Padrão - SND;;-;   ;115,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;16/11/2014;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;CONCORDIA S/A CVMC E COMMODITIES; 13891727000158;N; n ;
BRFA21;BRASILFACTORS SA;'002;'001;ND;Excluído;BRBFCTDBS018;DISPENSA ICVM 476/09;6/2/2013;;;16/11/2012;16/11/2014;VENCIMENTO;;7/2/2013;7/2/2013;-;AGE;09/10/2012;;;Escritural;Quirografária;Simples;50;0,;0,;0;0;0;0;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;14/11/2014;DI;Integrante de Juros;Padrão - SND;;-;   ;115,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;16/11/2014;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;CONCORDIA S/A CVMC E COMMODITIES; 13891727000158;N; n ;
BRIQ11;BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S/A;'ÚNI;'001;ND;Registrado;BRBRFADBS008;DISPENSA ICVM 476/09;14/10/2015;;;8/10/2015;08/10/2019; - - - - - - ;;15/10/2015;15/10/2015;-;AGE;29/09/2015;;;Escritural;Quirografária;Simples;350;0,;0,;350;0;0;0,;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;110,00;0,000;-;;;33,3300;12;MES;8/10/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;08/04/2016;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 05161069000110;N; n ;
BRKM11;BRASKEM S/A;'UNI;'011;Não;Excluído;BRBRKMDBS037;CVM/SRE/DEB-2004/001;14/1/2004;;;1/12/2003;01/12/2007;RESGATE TOTAL ANTECIPADO;03/11/2004;1/12/2003;16/1/2004;-;RCA;25/09/2003;AGE;19/11/2003;Escritural;Real;Simples;12000;0,;0,;0;0;0;0;0;0;0;0;R$;100000,000000;R$;100000,000000;4/11/2004;DI;Integrante de Juros;Padrão - SND;00;DU;000;100,00;0,000;-;;;0,0000;0;-;-;-;-;4,5000;252;11;MES;03/11/2004;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO CITIBANK S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;UNIBANCO UNIAO DE BCOS BRASILEIROS S/A; 42150391000170;N; n ;
BRLA14;BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL;'001;'004;ND;Excluído;;SEP/GER/DEB - 90/060;27/11/1990;;;1/10/1990;01/10/1992;VENCIMENTO;;3/12/1990;-;-;AGE;28/09/1990;;;Nominativa;Subordinada;Simples;15000;0,;0,;0;0;0;0;0;0;0;0;Cr$;100000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;12,0000% aa 360 dias;SEM ÍNDICE + 23,00 %  aa - ;-;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;BANCO ANTONIO DE QUEIROZ S/A;;BANCO BRADESCO S/A; 47509120000182;N; n ;
