Empresas com Registro no SND (*)- Gerado em 20/07/2016 17:42:53																																																																																										
																																																																																										
Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
APAR21    	ALUPAR INVESTIMENTO S/A	'002	'001	ND	Excluído	BRALUPDBS018	DISPENSA ICVM 476/09	01/09/2009			02/09/2009	24/10/2011	VENCIMENTO	26/10/2011	02/09/2009	02/09/2009	-	RCA	10/08/2009	   		Escritural	Quirografária	Simples	2.25	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	25/10/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	118,00	0,000	-			0,0000	0	MES	-	-	Percentual variável sobre o valor nominal atualizado em períodos não uniformes	0,0000	0	2	MES	28/09/2009	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM S/A	ITAU CORRETORA DE VALORES S/A                     	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
APAR22    	ALUPAR INVESTIMENTO S/A	'002	'002	ND	Excluído	BRALUPDBS067	CVM/SRE/DEB/2009/027	22/12/2009			15/12/2009	15/12/2014	VENCIMENTO		15/12/2009	-	-	RCA	09/11/2009	RCA	07/12/2009	Escritural	Quirografária	Simples	17.75	0	0	0	0	17.75	0	0,	0	0,	0	R$	1.000,000000	R$	455,573,867	15/12/2014	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			330,000	12	MES	15/12/2012	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	89,500	252	12	MES	15/12/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU CV S/A	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
APAR31    	ALUPAR INVESTIMENTO S/A	'003	'001	ND	Excluído	BRALUPDBS026	DISPENSA ICVM 476/09	01/09/2009			02/09/2009	24/10/2011	VENCIMENTO	26/10/2011	02/09/2009	02/09/2009	-	RCA	10/08/2009	   		Escritural	Quirografária	Simples	3	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	25/10/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	118,00	0,000	-			0,0000	0	MES	-	-	Percentual variável sobre o valor nominal atualizado em períodos não uniformes	0,0000	0	2	MES	28/09/2009	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM S/A	ITAU CORRETORA DE VALORES S/A                     	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
APAR41    	ALUPAR INVESTIMENTO S/A	'004	'001	ND	Excluído	BRALUPDBS042	DISPENSA ICVM 476/09	01/09/2009			02/09/2009	27/09/2011	VENCIMENTO	29/09/2011	02/09/2009	02/09/2009	-	RCA	10/08/2009	   		Escritural	Quirografária	Simples	750	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	28/09/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	118,00	0,000	-			500,000	12	MES	27/09/2010	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0	6	MES	28/09/2009	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM S/A	ITAU CORRETORA DE VALORES S/A                     	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
ATIV11    	ATIVOS S/A SECURITIZADORA DE CREDITOS FINANCEIROS	'ÚNI	'001	ND	Excluído	BRATVODBS004	DISPENSA ICVM 476/09	29/03/2010			15/03/2010	15/03/2014	VENCIMENTO		15/03/2010	-	-	AGE	23/02/2010	AGE	26/03/2010	Escritural	Real	Simples	250	0,	0,	0	0	122	128	0,	0	0,	0	R$	1.000.000,000000	R$	62.501,500000	03/06/2014	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			62,500	3	MES	15/06/2010	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	15,000	252	3	MES	15/06/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	5.43726E+12	N	 n 	
AVIA11    	AUTOVIAS S/A	'001	'001	ND	Excluído	BRAVIADBS006	CVM/SRE/DEB/2010/010	20/04/2010			15/03/2010	15/03/2015	RESGATE TOTAL ANTECIPADO		15/03/2010	-	-	AGE	09/02/2010	AGE	08/03/2010	Escritural	Real	Simples	285	0	0	285	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	294,160,000	27/12/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			58,820	3	MES	15/03/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	16,000	252	3	MES	15/06/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	ITAU UNIBANCO S.A.	2.67919E+12	N	 n 	
AVIA12    	AUTOVIAS S/A	'UNI	'002	ND	Excluído	BRAVIADBS022	DISPENSA ICVM 476/09	15/12/2010			22/11/2010	22/11/2015	RESGATE TOTAL ANTECIPADO		22/11/2010	-	-	AGE	05/11/2010	AGE	15/12/2010	Escritural	Real	Simples	1	0,	0,	1	0	0	0	0,	0	0,	0	R$	100.000,000000	R$	47.062,000000	27/12/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			58,820	3	MES	22/11/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	17,000	252	3	MES	22/02/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	C&D DTVM SA	BANCO BRADESCO S/A	ITAU UNIBANCO S.A.	2.67919E+12	N	 n 	
AVIA21    	AUTOVIAS S/A	'002	'001	ND	Registrado	BRAVIADBS014	CVM/SRE/DEB/2010/011	20/04/2010			15/03/2010	15/03/2017	 - - - - - - 		15/03/2010	-	-	AGE	09/02/2010	AGE	08/03/2010	Escritural	Real	Simples	120	0	0	120	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	510,748,401	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			333,330	12	MES	15/03/2015	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	80,000	252	12	MES	15/03/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	ITAU UNIBANCO S.A.	2.67919E+12	N	 n 	
BANE13    	BANDEIRANTE ENERGIA S/A	'UNI	'003	Não	Excluído	BREBENDBS028	CVM/SRE/DEB-2006/009	05/04/2006			01/03/2006	01/03/2011	VENCIMENTO	03/03/2011	01/03/2006	07/04/2006	-	RCA	08/03/2006	RCA	28/03/2006	Escritural	Quirografária	Simples	25	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	02/03/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	104,40	0,000	-			333,333	12	MES	01/03/2009	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0	6	MES	01/09/2006	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO CITIBANK S/A	BANCO BRADESCO S/A	2.3021E+12	N	 n 	
BBOP11    	BBO PARTICIPACOES S/A	'ÚNI	'001	ND	Excluído	BRBBOPDBS002	DISPENSA ICVM 476/09	30/12/2010			01/12/2010	01/06/2014	VENCIMENTO		01/12/2010	-	-	AGE	29/11/2010			Escritural	Real	Simples	50	0,	0,	0	0	50	0	0,	0	0,	0	R$	1.000.000,000000	R$	100.000,000000	30/05/2014	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			500,000	12	MES	01/12/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	19,000	252	6	MES	01/06/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A	2.40034E+12	N	 n 	
BFBLA6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLA7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLA8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLB6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLB7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLB8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLC6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLC7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLC8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLD6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLD7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLD8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLE6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLE7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLE8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	83.041.057	6.958.943	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLF6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	77.986.438	12.013.562	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLF7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	85.462.383	5.537.617	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLF8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	90.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLG6    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRDBENDBS0E6	CVM/SRE/DEB-2006/025	26/07/2006			01/07/2006	01/03/2035	 - - - - - - 		01/07/2011	-	-	RCA	04/07/2006			Escritural	Subordinada	Simples	90.000.000	0,	0,	89.054.999	945.001	0	0	0,	0	0,	0	R$	10,000,000	R$	17,068,445	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLG7    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'007	Não	Registrado	BRDBENDBS0F3	CVM/SRE/DEB-2007/024	24/07/2007	CVM/SRE/PRO-2007/006	24/07/2007	01/07/2007	01/03/2035	 - - - - - - 		01/07/2012	-	03/07/2017	RCA	12/07/2007			Escritural	Subordinada	Simples	91.000.000	0	0	91.000.000	0	0	0	0,	0	0,	0	R$	10,000,000	R$	16,684,686	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
BFBLG8    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'008	Não	Registrado	BRDBENDBS0G1	CVM/SRE/DEB-2008/004	24/01/2008	CVM/SRE/PRO-2007/006	24/07/2007	01/12/2007	01/03/2035	 - - - - - - 		01/12/2007	-	-	RCA	21/12/2007			Escritural	Subordinada	Simples	90.000.000	0	0	88.935.000	1.065.000	0	0	0,	0	0,	0	R$	10,000,000	R$	10,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.56543E+13	N	 n 	
