Empresas com Registro no SND (*)- Gerado em 20/07/2016 17:45:40																																																																																										
																																																																																										
Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
CLCD11    	CELESC DISTRIBUICAO S.A.	'ÚNI	'001	ND	Registrado	BRCLCDDBS000	DISPENSA ICVM 476/09	16/05/2013			15/05/2013	15/05/2019	 - - - - - - 		17/05/2013	17/05/2013	-	RCA	18/04/2013			Escritural	Quirografária	Simples	30	0,	0,	30	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			333,300	12	MES	15/05/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	13,000	252	6	MES	15/11/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BB BCO DE INVESTIMENTO S/A	8.33678E+12	N	 n 	
CLCD12    	CELESC DISTRIBUICAO S.A.	'ÚNI	'002	ND	Registrado	BRCLCDDBS018	DISPENSA ICVM 476/09	16/09/2015			10/09/2015	10/09/2016	 - - - - - - 		10/09/2015	10/09/2015	-	RCA	12/08/2015			Escritural	Quirografária	Simples	3	0,	0,	3	0	0	0,	0,	0	0,	0	R$	100.000,000000	R$	100.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	25,000	252	1	MES	10/10/2015	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-								OLIVEIRA TRUST DTVM SA	OLIVEIRA TRUST DTVM  S/A	BANCO DE INVESTIMENTOS CREDIT SUISSE BRASIL S/A	8.33678E+12	N	 n 	
CLFS11    	COMPANHIA LUZ E FORCA SANTA CRUZ	'ÚNI	'001	ND	Registrado	BRLFSCDBS001	DISPENSA ICVM 476/09	08/06/2011			09/06/2011	09/06/2018	 - - - - - - 		09/06/2011	-	-	AGE	23/05/2011			Escritural	Quirografária	Simples	650	0,	0,	650	0	0	0	0,	0	0,	0	R$	100.000,000000	R$	100.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			500,000	12	MES	09/06/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	14,000	252	6	MES	09/12/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO SANTANDER BRASIL S.A.	6.11163E+13	N	 n 	
CLGR11    	CELESC GERACAO S.A	'ÚNI	'001	ND	Registrado	BRCLGRDBS001	DISPENSA ICVM 476/09	02/03/2016			03/03/2016	03/03/2018	 - - - - - - 		03/03/2016	03/03/2016	-	AGE	28/01/2016			Escritural	Quirografária	Simples	15	0,	0,	15	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		125,00	0,000	-			-	-	-	-	-	-	0,0000	0,	3	MES	03/06/2016	-	Linear	0,0000		0,	-	-	-	-	-	0,	-	-	-								PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	OLIVEIRA TRUST DTVM  S/A	BB BCO DE INVESTIMENTO S/A	8.3368E+12	N	 n 	
CLMO11    	CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.	'ÚNI	'001	ND	Excluído	BRCLMODBS006	DISPENSA ICVM 476/09	21/05/2013			10/05/2013	31/03/2016	VENCIMENTO		22/05/2013	22/05/2013	-	AGE	24/04/2013			Escritural	Quirografária	Simples	500	0,	0,	0	0	500	0,	0,	0	0,	0	R$	650.000,000000	R$	227.500,000000	31/03/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			130,000	-	-	-	-	Percentual fixo sobre o valor nominal de emissão em períodos não uniformes	12,500	252	8	MES	31/07/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	8	MES	31/07/2013	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.14745E+12	N	 n 	
CLMO12    	CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.	'ÚNI	'002	ND	Registrado	BRCLMODBS014	DISPENSA ICVM 476/09	19/09/2014			18/09/2014	30/06/2017	 - - - - - - 		22/09/2014	22/09/2014	-	AGE	09/09/2014			Escritural	Quirografária	Simples	700	0,	0,	700	0	0	0,	0,	0	0,	0	R$	600.000,000000	R$	408.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			80,000	-	-	-	-	Percentual fixo sobre o valor nominal de emissão em períodos não uniformes	12,000	252	128	DIA	22/12/2014	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.14745E+12	N	 n 	
CLND11    	COLUMBIA DO NORDESTE S/A	'ÚNI	'001	ND	Registrado	BRCLNDDBS007	DISPENSA ICVM 476/09	22/06/2015			29/05/2015	29/05/2025	 - - - - - - 		23/06/2015	23/06/2015	-	AGE	28/05/2015			Escritural	Quirografária	Simples	250	0,	0,	250	0	0	0,	0,	0	0,	0	R$	100.000,000000	R$	89.167,100000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			0,8333	1	MES	29/06/2015	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	45,000	252	1	MES	29/06/2015	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	1.3332E+13	N	 n 	
CMAT13    	ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.	'ÚNI	'003	ND	Excluído	BRCMGRDBS0H1	DISPENSA ICVM 476/09	18/04/2011			07/04/2011	07/04/2016	RESGATE TOTAL ANTECIPADO		07/04/2011	-	-	RCA	31/03/2011			Escritural	Quirografária	Simples	98	0,	0,	0	0	34	64	0,	0	0,	0	R$	1.000.000,000000	R$	509.273,000000	25/08/2014	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			18,518	1	MES	07/11/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	39,000	252	1	MES	07/05/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU CV S/A	ITAU UNIBANCO S.A.	3.46732E+12	N	 n 	
CMAT14    	ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.	'ÚNI	'004	ND	Excluído	BRCMGRDBS0I9	DISPENSA ICVM 476/09	28/10/2011			19/10/2011	19/12/2021	RESGATE TOTAL ANTECIPADO		19/10/2011	-	-	RCA	05/10/2011			Escritural	Quirografária	Simples	1	0,	0,	0	0	1	0	0,	0	0,	0	R$	100.000,000000	R$	87.791,600000	25/08/2014	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	Percentual variável sobre o valor nominal de emissão em períodos não uniformes	37,500	252	1	MES	19/11/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	ITAU CV S/A	BANCO STANDARD DE INVESTIMENTOS S.A	3.46732E+12	N	 n 	
CMCB11    	CEMIG CAPIM BRANCO ENERGIA S.A.	'ÚNI	'001	ND	Excluído	BRCMCBDBS002	DISPENSA ICVM 476/09	16/04/2013			27/03/2013	27/03/2018	CANCELAMENTO		27/03/2013	17/04/2013	-	AGE	20/03/2013			Escritural	Quirografária	Simples	7.2	0,	0,	0	0	0	7.2	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/01/2015	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	0,8000	252	12	MES	27/03/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	4.43285E+12	N	 n 	
CMDT13    	CEMIG DISTRIBUICAO S/A	'001	'003	ND	Registrado	BRCMGDDBS025	CVM/SRE/DEB/2013/008	07/03/2013			15/02/2013	15/02/2018	 - - - - - - 		15/02/2013	11/03/2013	-	RCA	17/01/2013			Escritural	Quirografária	Simples	410.817	0,	0,	410.817	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	0,6900	252	12	MES	15/02/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	6.98118E+12	N	 n 	
CMDT14    	CEMIG DISTRIBUICAO S/A	'ÚNI	'004	ND	Registrado	BRCMGDDBS058	DISPENSA ICVM 476/09	27/03/2016			15/12/2015	15/12/2018	 - - - - - - 		28/03/2016	17/12/2015	-	RCA	10/12/2015			Escritural	Quirografária	Simples	161.5	0,	0,	161.5	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		DU		100,00	0,000	-			500,000	12	MES	15/12/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	40,500		12	MES	15/12/2016	-	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.98118E+12	N	 n 	
CMDT23    	CEMIG DISTRIBUICAO S/A	'002	'003	ND	Registrado	BRCMGDDBS033	CVM/SRE/DEB/2013/009	07/03/2013			15/02/2013	15/02/2021	 - - - - - - 		15/02/2013	11/03/2013	-	RCA	17/01/2013			Escritural	Quirografária	Simples	1.095.508	0,	0,	1.093.935	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.291,869670	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-		0,00	0,000	-			330,000	12	MES	15/02/2019	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	47,000	252	12	MES	15/02/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	6.98118E+12	N	 n 	
CMDT33    	CEMIG DISTRIBUICAO S/A	'003	'003	ND	Registrado	BRCMGDDBS041	CVM/SRE/DEB/2013/010	07/03/2013			15/02/2013	15/02/2025	 - - - - - - 		15/02/2013	11/03/2013	-	RCA	17/01/2013			Escritural	Quirografária	Simples	653.675	0,	0,	650.06	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.291,869670	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-		0,00	0,000	-			250,000	12	MES	15/02/2022	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	51,000	252	12	MES	15/02/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	6.98118E+12	N	 n 	
CMER14    	CREMER S/A	'ÚNI	'004	ND	Registrado	BRCREMDBS046	DISPENSA ICVM 476/09	16/04/2014			15/04/2014	15/04/2020	 - - - - - - 		17/04/2014	17/04/2014	-	RCA	04/04/2014			Escritural	Quirografária	Simples	20	0,	0,	20	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	8.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			200,000	12	MES	15/04/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	17,500	252	12	MES	15/04/2015	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	8.26413E+13	N	 n 	
CMER15    	CREMER S/A	'ÚNI	'005	ND	Registrado	BRCREMDBS053	DISPENSA ICVM 476/09	05/11/2015			06/11/2015	06/11/2017	 - - - - - - 		06/11/2015	06/11/2015	-	RCA	30/10/2015			Escritural	Quirografária	Simples	75	0,	0,	75	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	15,000	252	6	MES	06/05/2016	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	SCOTIABANK BRASIL S/A BANCO MULTIPLO	8.26413E+13	N	 n 	
CMNP11    	COMPANHIA MELHORAMENTOS  NORTE DO PARANA	'ÚNI	'001	ND	Registrado	BRCMNPDBS009	DISPENSA ICVM 476/09	09/05/2013			22/04/2013	30/11/2019	 - - - - - - 		22/04/2013	10/05/2013	-	AGE	08/02/2013			Escritural	Real	Simples	16	0,	0,	16	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			76,900	3	MES	30/11/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	40,000	252	3	MES	22/07/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BANCO SANTANDER BRASIL S.A.	6.1083E+13	N	 n 	
CMPA11    	COMPANHIA DE PROJETOS AMBIENTAIS	'001	'001	ND	Registrado	BRCPAMDBS006	DISPENSA ICVM 476/09	12/06/2013			06/06/2013	06/06/2021	 - - - - - - 		06/06/2013	13/06/2013	-	AGE	28/05/2013			Escritural	Quirografária	Simples	300	0,	0,	300	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.079.581,323000	20/07/2016	DI	Integrante de Juros	Não Padrão - SND		DU		100,00	0,000	-	3,0000% uti		-	-	-	-		Percentual variável sobre o valor nominal de emissão em períodos não uniformes															-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	ITAU UNIBANCO S.A.	1.07269E+13	N	 n 	
CMPA21    	COMPANHIA DE PROJETOS AMBIENTAIS	'002	'001	ND	Registrado	BRCPAMDBS014	DISPENSA ICVM 476/09	12/06/2013			06/06/2013	06/06/2021	 - - - - - - 		06/06/2013	13/06/2013	-	AGE	28/05/2013			Escritural	Quirografária	Simples	200	0,	0,	200	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.078.909,538000	20/07/2016	DI	Integrante de Juros	Não Padrão - SND		-		100,00	0,000	-	3,0000% a.a 252 dias		-	-	-	-		Percentual variável sobre o valor nominal de emissão em períodos não uniformes															-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	ITAU UNIBANCO S.A.	1.07269E+13	N	 n 	
CMPO12    	COMPORTE PARTICIPACOES S.A.	'ÚNI	'002	ND	Registrado	BRCPORDBS014	DISPENSA ICVM 476/09	27/11/2015			17/11/2015	17/11/2020	 - - - - - - 		30/11/2015	30/11/2015	-	AGE	23/10/2015			Escritural	Quirografária	Simples	85.5	0,	0,	85.5	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			200,000	12	MES	17/11/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	33,000	252	6	MES	17/05/2016	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	5.16973E+12	N	 n 	
CMPP11    	EMPRESA DE ONIBUS PASSARO MARRON S/A	'ÚNI	'001	ND	Excluído	BRCMPPDBS004	DISPENSA ICVM 476/09	28/10/2011			31/10/2011	31/10/2016	RESGATE TOTAL ANTECIPADO		31/10/2011	-	-	AGE	14/10/2011			Escritural	Quirografária	Simples	80	0,	0,	0	0	80	0	0,	0	0,	0	R$	1.000.000,000000	R$	250.000,000000	15/01/2016	DI	Integrante de Juros	Padrão - SND		-	   	125,00	0,000	-			250,000	12	MES	31/10/2013	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	30/04/2012	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.15636E+13	N	 n 	
CMRE11    	COMPANHIA MARANHENSE DE REFRIGERANTES	'ÚNI	'001	ND	Registrado	BRMRRFDBS009	DISPENSA ICVM 476/09	29/11/2011			29/11/2011	29/11/2018	 - - - - - - 		29/11/2011	-	-	AGE	18/11/2011			Escritural	Quirografária	Simples	350	0,	0,	350	0	0	0	0,	0	0,	0	R$	1.000.000,000000	R$	475.424,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			16,393	1	MES	29/11/2013	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	14,000	252	1	MES	29/12/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.2722E+12	N	 n 	
CMRE12    	COMPANHIA MARANHENSE DE REFRIGERANTES	'ÚNI	'002	ND	Registrado	BRMRRFDBS017	DISPENSA ICVM 476/09	27/06/2013			28/06/2013	28/06/2020	 - - - - - - 		28/06/2013	28/06/2013	-	AGE	21/06/2013			Escritural	Quirografária	Simples	200	0,	0,	200	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	800.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			-	1	MES	28/07/2015	-	Percentual variável sobre o valor nominal de emissão em períodos uniformes	14,000	252	1	MES	28/07/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	6.2722E+12	N	 n 	
CMTR13    	CEMIG GERACAO E TRANSMISSAO S/A	'001	'003	ND	Registrado	BRCMGTDBS047	CVM/SRE/DEB/2012/004	12/03/2012			15/02/2012	15/02/2017	 - - - - - - 		15/02/2012	-	-	RCA	20/01/2012			Escritural	Quirografária	Simples	480	0	0	480	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,9000	252	12	MES	15/02/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A	6.98118E+12	N	 n 	
CMTR14    	CEMIG GERACAO E TRANSMISSAO S/A	'ÚNI	'004	ND	Registrado	BRCMGTDBS070	DISPENSA ICVM 476/09	29/01/2014			23/12/2013	23/12/2016	 - - - - - - 		23/12/2013	30/01/2014	-	RCA	19/12/2013			Escritural	Quirografária	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		DU		100,00	0,000	-			-	-	-	-	-	-	0,8500		12	MES	23/12/2014	-	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	6.98118E+12	N	 n 	
CMTR15    	CEMIG GERACAO E TRANSMISSAO S/A	'ÚNI	'005	ND	Registrado	BRCMGTDBS088	DISPENSA ICVM 476/09	16/12/2014			10/12/2014	10/12/2018	 - - - - - - 		17/12/2014	17/12/2014	-	RCA	17/11/2014			Escritural	Quirografária	Simples	140	0,	0,	140	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			500,000	12	MES	10/12/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	17,000	252	12	MES	10/12/2015	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	6.98118E+12	N	 n 	
CMTR16    	CEMIG GERACAO E TRANSMISSAO S/A	'001	'006	ND	Registrado	BRCMGTDBS096	DISPENSA ICVM 476/09	14/07/2015			15/07/2015	15/07/2018	 - - - - - - 		15/07/2015	15/07/2015	-	RCA	10/06/2015			Escritural	Quirografária	Simples	97.275	0,	0,	97.275	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			500,000	12	MES	15/07/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	16,000	252	12	MES	15/07/2016	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	ITAU UNIBANCO S.A.	6.98118E+12	N	 n 	
CMTR23    	CEMIG GERACAO E TRANSMISSAO S/A	'002	'003	ND	Registrado	BRCMGTDBS054	CVM/SRE/DEB/2012/005	12/03/2012			15/02/2012	15/02/2019	 - - - - - - 		15/02/2012	-	-	RCA	20/01/2012			Escritural	Quirografária	Simples	200	0	0	199.85	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	1.371,375580	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			500,000	12	MES	15/02/2018	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	60,000	252	12	MES	15/02/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A	6.98118E+12	N	 n 	
CMTR26    	CEMIG GERACAO E TRANSMISSAO S/A	'002	'006	ND	Registrado	BRCMGTDBS0A4	DISPENSA ICVM 476/09	14/07/2015			15/07/2015	15/07/2020	 - - - - - - 		15/07/2015	15/07/2015	-	RCA	10/06/2015			Escritural	Quirografária	Simples	2.725	0,	0,	2.725	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.889,807000	20/07/2016	IPCA	  - 	Padrão - SND	15	-		0,00	0,000	-			500,000	12	MES	15/07/2019	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	80,670	252	12	MES	15/07/2016	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	ITAU UNIBANCO S.A.	6.98118E+12	N	 n 	
CMTR33    	CEMIG GERACAO E TRANSMISSAO S/A	'003	'003	ND	Registrado	BRCMGTDBS062	CVM/SRE/DEB/2012/006	12/03/2012			15/02/2012	15/02/2022	 - - - - - - 		15/02/2012	-	-	RCA	20/01/2012			Escritural	Quirografária	Simples	670	0	0	670	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	1.371,375580	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			330,000	12	MES	15/02/2020	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	62,000	252	12	MES	15/02/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A	6.98118E+12	N	 n 	
CNBA11    	CANABRAVA AGRICOLA S.A.	'ÚNI	'001	ND	Registrado	BRCANBDBS004	DISPENSA ICVM 476/09	14/03/2011			15/03/2011	01/12/2021	 - - - - - - 		15/03/2011	-	-	AGE	21/02/2011			Escritural	Real	Simples	2	0,	0,	2	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	10.407,988523	20/07/2016	IGP-M	Correção Monetária	Não Padrão - SND		-	   	0,00	0,000	-	10,0000% a.a 252 dias		-	-	MES	01/12/2012		Percentual variável sobre o valor nominal atualizado em períodos uniformes															0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SLW CVC LTDA	ITAU CV S/A	ASM ASSET MANAGEMENT DTVM S/A 	1.2476E+13	N	 n 	
